Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	1307658	1308749	.	-	0	ID=cds-YP_499891.1;Parent=gene-SAOUHSC_01364;Dbxref=Genbank:YP_499891.1,GeneID:3920069;Name=YP_499891.1;Note=catalyzes the formation of 4-hydroxyphenylpyruvate from prephenate;gbkey=CDS;locus_tag=SAOUHSC_01364;product=prephenate dehydrogenase;protein_id=YP_499891.1;transl_table=11	0	8	8	65	1720.5	310	35.114823177889	-0.135825028808563	0.713892924598666	-0.19025966518007	0.849105658815897	0.935954822092043
sense	NC_007795.1	RefSeq	CDS	1308914	1309945	.	+	0	ID=cds-YP_499892.1;Parent=gene-SAOUHSC_01365;Dbxref=Genbank:YP_499892.1,GeneID:3920070;Name=YP_499892.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01365;product=hypothetical protein;protein_id=YP_499892.1;transl_table=11	1	11	20	188	1986.5	732	72.4066379734747	-0.0991365911852919	0.658383934336324	-0.150575653528401	0.880310468054801	0.953481925954528
sense	NC_007795.1	RefSeq	CDS	1310437	1311843	.	+	0	ID=cds-YP_499893.1;Parent=gene-SAOUHSC_01366;Dbxref=Genbank:YP_499893.1,GeneID:3920071;Name=YP_499893.1;Note=with component II%2C the glutamine amidotransferase%2C catalyzes the formation of anthranilate from chorismate and glutamine;gbkey=CDS;locus_tag=SAOUHSC_01366;product=anthranilate synthase component I;protein_id=YP_499893.1;transl_table=11	0	3	0	10	224	35.5	5.2617025313946	0.308427870929533	1.07761976199633	0.28621215182446	0.774715637076803	0.896960934246236
sense	NC_007795.1	RefSeq	CDS	1311840	1312406	.	+	0	ID=cds-YP_499894.1;Parent=gene-SAOUHSC_01367;Dbxref=Genbank:YP_499894.1,GeneID:3920776;Name=YP_499894.1;Note=anthranilate synthase component II%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01367;product=anthranilate synthase component II;protein_id=YP_499894.1;transl_table=11	0	0	0	1	71	4.5	0.513635034870366	0.253658904730821	1.3439763512023	0.188737625110666	0.850298460947998	NA
sense	NC_007795.1	RefSeq	CDS	1312412	1313410	.	+	0	ID=cds-YP_499895.1;Parent=gene-SAOUHSC_01368;Dbxref=Genbank:YP_499895.1,GeneID:3920777;Name=YP_499895.1;Note=Catalyzes the conversion of N-(5-phospho-D-ribosyl)-anthranilate and diphosphate to anthranilate and 5-phospho-alpha-D-ribose 1-diphosphate;gbkey=CDS;gene=trpD;locus_tag=SAOUHSC_01368;product=anthranilate phosphoribosyltransferase;protein_id=YP_499895.1;transl_table=11	0	2	1	13	105.333333333333	27.5	4.93017840767485	0.627851535812371	1.05589142951335	0.594617512997278	0.552099170909365	0.773964807534964
sense	NC_007795.1	RefSeq	CDS	1313412	1314194	.	+	0	ID=cds-YP_499896.1;Parent=gene-SAOUHSC_01369;Dbxref=Genbank:YP_499896.1,GeneID:3920778;Name=YP_499896.1;Note=involved in tryptophan biosynthesis%3B amino acid biosynthesis%3B converts 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate to C(1)-(3-indolyl)-glycerol 3-phosphate and carbon dioxide and water;gbkey=CDS;gene=trpC;locus_tag=SAOUHSC_01369;product=indole-3-glycerol-phosphate synthase;protein_id=YP_499896.1;transl_table=11	0	0	2	7	82.5	11	3.28772730288446	0.854413863419401	1.1743094774792	0.727588323014737	0.466865630752088	0.706966654129214
sense	NC_007795.1	RefSeq	CDS	1314194	1314826	.	+	0	ID=cds-YP_499897.1;Parent=gene-SAOUHSC_01370;Dbxref=Genbank:YP_499897.1,GeneID:3920779;Name=YP_499897.1;Note=catalyzes the formation of 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate from N-(5-phospho-beta-D-ribosyl)-anthranilate in tryptophan biosynthesis;gbkey=CDS;locus_tag=SAOUHSC_01370;product=N-(5'-phosphoribosyl)anthranilate isomerase;protein_id=YP_499897.1;transl_table=11	0	3	2	4	30	4	5.29896960111843	2.85528420800321	1.05894724369589	2.69634226350864	0.00701055918378241	0.0480780962205987
sense	NC_007795.1	RefSeq	CDS	1314819	1316033	.	+	0	ID=cds-YP_499898.1;Parent=gene-SAOUHSC_01371;Dbxref=Genbank:YP_499898.1,GeneID:3920780;Name=YP_499898.1;Note=catalyzes the formation of L-tryptophan from L-serine and 1-(indol-3-yl)glycerol 3-phosphate;gbkey=CDS;locus_tag=SAOUHSC_01371;product=tryptophan synthase subunit beta;protein_id=YP_499898.1;transl_table=11	0	1	0	8	137.5	11	2.44435597553016	-0.0545039133847773	1.22965056116445	-0.0443247172051574	0.964645569552606	0.983384461528712
sense	NC_007795.1	RefSeq	CDS	1316026	1316754	.	+	0	ID=cds-YP_499899.1;Parent=gene-SAOUHSC_01372;Dbxref=Genbank:YP_499899.1,GeneID:3920781;Name=YP_499899.1;Note=catalyzes the formation of indole and glyceraldehyde 3-phosphate from indoleglycerol phosphate in tryptophan biosynthesis;gbkey=CDS;gene=trpA;locus_tag=SAOUHSC_01372;product=tryptophan synthase subunit alpha;protein_id=YP_499899.1;transl_table=11	2	0	2	10	157.5	95.5	11.2408147520596	0.68992586181011	0.970059351259645	0.711220257723638	0.476947757157273	0.715125394892955
sense	NC_007795.1	RefSeq	CDS	1317076	1318338	.	+	0	ID=cds-YP_499900.1;Parent=gene-SAOUHSC_01373;Dbxref=Genbank:YP_499900.1,GeneID:3920782;Name=YP_499900.1;Note=methicillin resistance factor%2C FemA%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01373;product=methicillin resistance factor FemA;protein_id=YP_499900.1;transl_table=11	10	26.5	37	252	11166	3421.58333333333	229.593592635287	-0.584180144401031	0.605287325886413	-0.965128657775096	0.334480374651435	0.599432534824471
sense	NC_007795.1	RefSeq	CDS	1318357	1319616	.	+	0	ID=cds-YP_499901.1;Parent=gene-SAOUHSC_01374;Dbxref=Genbank:YP_499901.1,GeneID:3920783;Name=YP_499901.1;Note=methicillin resistance factor%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01374;product=methicillin resistance factor;protein_id=YP_499901.1;transl_table=11	18	51.5	38.5	924.5	16851	6135.83333333333	410.325511540756	-0.962965740009266	0.485168632313468	-1.98480626296362	0.047166030429859	0.179023266442892
sense	NC_007795.1	RefSeq	CDS	1320299	1321066	.	+	0	ID=cds-YP_499902.1;Parent=gene-SAOUHSC_01375;Dbxref=Genbank:YP_499902.1,GeneID:3920784;Name=YP_499902.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01375;product=hypothetical protein;protein_id=YP_499902.1;transl_table=11	4	5	9	127	1295	585.5	53.0818679206962	-0.19878912962858	0.647632303587134	-0.306947520263455	0.758883317852413	0.888392962380472
sense	NC_007795.1	RefSeq	CDS	1321114	1321587	.	-	0	ID=cds-YP_499903.1;Parent=gene-SAOUHSC_01376;Dbxref=Genbank:YP_499903.1,GeneID:3920785;Name=YP_499903.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01376;product=hypothetical protein;protein_id=YP_499903.1;transl_table=11	16	63	61	906	4638	3377.5	325.517770490478	0.0600355822743749	0.588075391183902	0.102088241022146	0.918686634552758	0.967459910597763
sense	NC_007795.1	RefSeq	CDS	1321711	1322412	.	-	0	ID=cds-YP_499904.1;Parent=gene-SAOUHSC_01377;Dbxref=Genbank:YP_499904.1,GeneID:3920786;Name=YP_499904.1;Note=oligopeptide ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01377;product=oligopeptide ABC transporter ATP-binding protein;protein_id=YP_499904.1;transl_table=11	5	4.5	7	97	873.5	379	44.6479694565549	0.215379830481074	0.686101393683479	0.313918369010682	0.753583038643703	0.885230878484623
sense	NC_007795.1	RefSeq	CDS	1322405	1323178	.	-	0	ID=cds-YP_499905.1;Parent=gene-SAOUHSC_01378;Dbxref=Genbank:YP_499905.1,GeneID:3920787;Name=YP_499905.1;Note=peptide ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01378;product=peptide ABC transporter ATP-binding protein;protein_id=YP_499905.1;transl_table=11	2	0.5	2	21.5	490	109	14.1501982323799	-0.096268288359213	0.91667414929387	-0.10501909368053	0.916360657932302	0.966974185464211
sense	NC_007795.1	RefSeq	CDS	1323165	1323995	.	-	0	ID=cds-YP_499906.1;Parent=gene-SAOUHSC_01379;Dbxref=Genbank:YP_499906.1,GeneID:3920788;Name=YP_499906.1;Note=oligopeptide transporter putative membrane permease domain;gbkey=CDS;locus_tag=SAOUHSC_01379;product=oligopeptide transporter permease;protein_id=YP_499906.1;transl_table=11	0	0	2	8.5	290.5	83.5	5.73537269486442	-0.416037092957751	1.09048064935871	-0.381517171535704	0.702819531962596	0.858505122841
sense	NC_007795.1	RefSeq	CDS	1323988	1324974	.	-	0	ID=cds-YP_499907.1;Parent=gene-SAOUHSC_01380;Dbxref=Genbank:YP_499907.1,GeneID:3920789;Name=YP_499907.1;Note=oligopeptide transporter putative membrane permease domain;gbkey=CDS;locus_tag=SAOUHSC_01380;product=oligopeptide transporter permease;protein_id=YP_499907.1;transl_table=11	0	1	1	6	429	126	6.86350423426206	-0.802903564777892	1.07751564078593	-0.745143304084441	0.456185092879169	0.698307428161265
sense	NC_007795.1	RefSeq	CDS	1325145	1325330	.	-	0	ID=cds-YP_499908.1;Parent=gene-SAOUHSC_01381;Dbxref=Genbank:YP_499908.1,GeneID:3920790;Name=YP_499908.1;gbkey=CDS;locus_tag=SAOUHSC_01381;product=hypothetical protein;protein_id=YP_499908.1;transl_table=11	5.5	15	5	33.5	188.75	342	45.7925271695457	1.62982295930582	0.781164692514416	2.08640120953206	0.0369422955266059	0.152703255824018
sense	NC_007795.1	RefSeq	CDS	1325278	1325622	.	-	0	ID=cds-YP_499909.1;Parent=gene-SAOUHSC_01382;Dbxref=Genbank:YP_499909.1,GeneID:3920791;Name=YP_499909.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01382;product=hypothetical protein;protein_id=YP_499909.1;transl_table=11	0.5	13	17	73.5	378.25	675	49.4995098441479	0.570426335230397	0.841495409705756	0.677872188785744	0.497852734950338	0.735055964630041
sense	NC_007795.1	RefSeq	CDS	1325827	1327641	.	+	0	ID=cds-YP_499910.1;Parent=gene-SAOUHSC_01383;Dbxref=Genbank:YP_499910.1,GeneID:3920792;Name=YP_499910.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01383;product=hypothetical protein;protein_id=YP_499910.1;transl_table=11	13	34	31	696	12416.5	5325.5	316.664538088198	-1.08606826066387	0.513141346530813	-2.11650896581699	0.0343015434787896	0.146179573307367
sense	NC_007795.1	RefSeq	CDS	1327781	1328422	.	-	0	ID=cds-YP_499911.1;Parent=gene-SAOUHSC_01384;Dbxref=Genbank:YP_499911.1,GeneID:3920793;Name=YP_499911.1;Note=PhoU family%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01384;product=PhoU family transcriptional regulator;protein_id=YP_499911.1;transl_table=11	2	11	7	16	146	80.5	26.3389592205604	2.58306344418308	0.685761862747562	3.7667061767387	0.000165415485155043	0.0027164148378522
sense	NC_007795.1	RefSeq	CDS	1328429	1329280	.	-	0	ID=cds-YP_499912.1;Parent=gene-SAOUHSC_01385;Dbxref=Genbank:YP_499912.1,GeneID:3920794;Name=YP_499912.1;Note=ATP-binding protein%3B PstABCS is an ATP dependent phosphate uptake system which is responsible for inorganic phosphate uptake during phosphate starvation;gbkey=CDS;locus_tag=SAOUHSC_01385;product=phosphate transporter ATP-binding protein;protein_id=YP_499912.1;transl_table=11	3	3	2	2	66.5	12	14.1411006408278	3.45219986224243	0.862458579463091	4.00274279188172	6.26123601479151e-05	0.001249142457827
sense	NC_007795.1	RefSeq	CDS	1329327	1330244	.	-	0	ID=cds-YP_499913.1;Parent=gene-SAOUHSC_01386;Dbxref=Genbank:YP_499913.1,GeneID:3920677;Name=YP_499913.1;Note=phosphate ABC transporter%2C permease protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01386;product=phosphate ABC transporter permease;protein_id=YP_499913.1;transl_table=11	0	2	4	0	31.5	4	6.18500176791455	3.7392688153684	1.08376064422817	3.45027182457934	0.000560022357477904	0.0069327895946239
sense	NC_007795.1	RefSeq	CDS	1330246	1331172	.	-	0	ID=cds-YP_499914.1;Parent=gene-SAOUHSC_01387;Dbxref=Genbank:YP_499914.1,GeneID:3920678;Name=YP_499914.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01387;product=hypothetical protein;protein_id=YP_499914.1;transl_table=11	3	1	3	2	15.5	5	13.0425180140256	4.37011363389525	0.936036444690113	4.66874303739533	3.03048131954574e-06	9.7541092071779e-05
sense	NC_007795.1	RefSeq	CDS	1331232	1331339	.	-	0	ID=cds-YP_499915.1;Parent=gene-SAOUHSC_01388;Dbxref=Genbank:YP_499915.1,GeneID:3920679;Name=YP_499915.1;gbkey=CDS;locus_tag=SAOUHSC_01388;product=hypothetical protein;protein_id=YP_499915.1;transl_table=11	0	0	0	0	3	1.5	0.0511586234210441	0.995184282611382	1.25398349425681	0.793618326851417	0.427417659988697	NA
sense	NC_007795.1	RefSeq	CDS	1331363	1332346	.	-	0	ID=cds-YP_499916.1;Parent=gene-SAOUHSC_01389;Dbxref=Genbank:YP_499916.1,GeneID:3920680;Name=YP_499916.1;Note=phosphate ABC transporter%2C periplasmic phosphate-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01389;product=phosphate ABC transporter substrate-binding protein;protein_id=YP_499916.1;transl_table=11	1	13	9	5	42.5	17.5	24.7454900515973	4.46059843476633	0.730763527139039	6.10402444718294	1.0343045534911e-09	1.13491417823978e-07
sense	NC_007795.1	RefSeq	CDS	1333318	1334220	.	-	0	ID=cds-YP_499919.1;Parent=gene-SAOUHSC_01391;Dbxref=Genbank:YP_499919.1,GeneID:3920682;Name=YP_499919.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01391;product=hypothetical protein;protein_id=YP_499919.1;transl_table=11	40	200	102	2133	13348.5	9308.5	811.884426660591	-0.0419426925795364	0.565921675847637	-0.0741139531662481	0.940919712775184	0.97317060267322
sense	NC_007795.1	RefSeq	CDS	1334367	1335968	.	+	0	ID=cds-YP_499920.1;Parent=gene-SAOUHSC_01392;Dbxref=Genbank:YP_499920.1,GeneID:3920683;Name=YP_499920.1;Note=ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01392;product=ABC transporter ATP-binding protein;protein_id=YP_499920.1;transl_table=11	11	47	38	396	7926.5	2921	238.710241919311	-0.130909915332031	0.504344073454075	-0.25956469446637	0.795199572797975	0.905328118008045
sense	NC_007795.1	RefSeq	CDS	1336828	1338033	.	+	0	ID=cds-YP_499921.1;Parent=gene-SAOUHSC_01394;Dbxref=Genbank:YP_499921.1,GeneID:3920684;Name=YP_499921.1;Note=catalyzes the formation of 4-phospho-L-aspartate from L-aspartate and ATP%2C in Bacillus%2C lysine sensitive%3B regulated by response to starvation.;gbkey=CDS;locus_tag=SAOUHSC_01394;product=aspartate kinase;protein_id=YP_499921.1;transl_table=11	18	64	54	16	758.5	49	171.163841155088	4.45919735173814	0.650251186039713	6.85765354600338	7.00007700528863e-12	1.65716217284087e-09
sense	NC_007795.1	RefSeq	CDS	1338097	1339086	.	+	0	ID=cds-YP_499922.1;Parent=gene-SAOUHSC_01395;Dbxref=Genbank:YP_499922.1,GeneID:3920685;Name=YP_499922.1;Note=aspartate-semialdehyde dehydrogenase;gbkey=CDS;locus_tag=SAOUHSC_01395;product=aspartate semialdehyde dehydrogenase;protein_id=YP_499922.1;transl_table=11	17	74	37	95	2693.83333333333	116	176.874445898293	2.51021134031178	0.690393605057839	3.63591337162152	0.000276997414105502	0.0040281431183776
sense	NC_007795.1	RefSeq	CDS	1339088	1339975	.	+	0	ID=cds-YP_499923.1;Parent=gene-SAOUHSC_01396;Dbxref=Genbank:YP_499923.1,GeneID:3920686;Name=YP_499923.1;Note=catalyzes the formation of dihydrodipicolinate from L-aspartate 4-semialdehyde and pyruvate in lysine and diaminopimelate biosynthesis;gbkey=CDS;locus_tag=SAOUHSC_01396;product=4-hydroxy-tetrahydrodipicolinate synthase;protein_id=YP_499923.1;transl_table=11	22	63.5	41	46	2425	52	180.105511884878	2.95627569940289	0.773255305347611	3.8231560507353	0.000131754335027711	0.00230474612142677
sense	NC_007795.1	RefSeq	CDS	1340002	1340694	.	+	0	ID=cds-YP_499924.1;Parent=gene-SAOUHSC_01397;Dbxref=Genbank:YP_499924.1,GeneID:3920687;Name=YP_499924.1;Note=catalyzes the reduction of 2%2C3-dihydrodipicolinate to 2%2C3%2C4%2C5-tetrahydrodipicolinate in lysine and diaminopimelate biosynthesis;gbkey=CDS;locus_tag=SAOUHSC_01397;product=4-hydroxy-tetrahydrodipicolinate reductase;protein_id=YP_499924.1;transl_table=11	6	31.5	17	46	2064.5	29	78.1863911752746	1.88462776945805	0.835155167400479	2.25661989893947	0.0240318358793557	0.111993922418465
sense	NC_007795.1	RefSeq	CDS	1340721	1341440	.	+	0	ID=cds-YP_499925.1;Parent=gene-SAOUHSC_01398;Dbxref=Genbank:YP_499925.1,GeneID:3920688;Name=YP_499925.1;Note=2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01398;product=2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase;protein_id=YP_499925.1;transl_table=11	11	77.5	40	98	4210.33333333333	105	173.881505944912	2.00339659365884	0.766886936653644	2.61237543359492	0.00899154526085589	0.0580363375927971
sense	NC_007795.1	RefSeq	CDS	1341583	1342734	.	+	0	ID=cds-YP_499926.1;Parent=gene-SAOUHSC_01399;Dbxref=Genbank:YP_499926.1,GeneID:3920689;Name=YP_499926.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01399;product=hypothetical protein;protein_id=YP_499926.1;transl_table=11	3	20	4	11.5	629.5	33.5	35.3240622258894	2.41541385192929	0.808937353340221	2.98590965289919	0.00282736162196503	0.0252787072423096
sense	NC_007795.1	RefSeq	CDS	1342739	1343824	.	+	0	ID=cds-YP_499927.1;Parent=gene-SAOUHSC_01400;Dbxref=Genbank:YP_499927.1,GeneID:3920690;Name=YP_499927.1;Note=alanine racemase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01400;product=alanine racemase;protein_id=YP_499927.1;transl_table=11	1	23	16.5	87	2796	319	67.0525763889499	0.61148200668297	0.690607433742432	0.885426331670544	0.375926735809353	0.637598957433476
sense	NC_007795.1	RefSeq	CDS	1343814	1345079	.	+	0	ID=cds-YP_499928.1;Parent=gene-SAOUHSC_01401;Dbxref=Genbank:YP_499928.1,GeneID:3920691;Name=YP_499928.1;Note=diaminopimelate decarboxylase;gbkey=CDS;locus_tag=SAOUHSC_01401;product=diaminopimelate decarboxylase;protein_id=YP_499928.1;transl_table=11	16	34	27.5	148.5	2855.25	851.5	147.719183924164	1.24285230343436	0.506631854979285	2.4531665176979	0.0141604770733582	0.0787719835489554
sense	NC_007795.1	RefSeq	CDS	1345319	1345720	.	-	0	ID=cds-YP_499929.1;Parent=gene-SAOUHSC_01402;Dbxref=Genbank:YP_499929.1,GeneID:3920692;Name=YP_499929.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01402;product=hypothetical protein;protein_id=YP_499929.1;transl_table=11	0	3	2	46	530	265	16.0226746257203	-0.845041368573349	0.857780553437411	-0.985148666738816	0.324551051204864	0.589072359104167
sense	NC_007795.1	RefSeq	CDS	1345917	1346117	.	-	0	ID=cds-YP_499930.1;Parent=gene-SAOUHSC_01403;Dbxref=Genbank:YP_499930.1,GeneID:3920693;Name=YP_499930.1;Note=cold shock protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_01403;product=cold shock protein;protein_id=YP_499930.1;transl_table=11	85	259.5	246	5765	33093.3333333333	25132.8333333333	1833.10078291835	-0.559783046737214	0.553743959491249	-1.01090591986143	0.312061460410123	0.573740767684482
sense	NC_007795.1	RefSeq	CDS	1346288	1346596	.	-	0	ID=cds-YP_499932.1;Parent=gene-SAOUHSC_01405;Dbxref=Genbank:YP_499932.1,GeneID:3920695;Name=YP_499932.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01405;product=hypothetical protein;protein_id=YP_499932.1;transl_table=11	5	25	10	103	1767.5	1210	86.3123951120436	0.25543072070036	0.64984922085627	0.39306151719901	0.694274046108134	0.85159209100489
sense	NC_007795.1	RefSeq	CDS	1346759	1347028	.	+	0	ID=cds-YP_499933.1;Parent=gene-SAOUHSC_01406;Dbxref=Genbank:YP_499933.1,GeneID:3920696;Name=YP_499933.1;Note=catalyzes the hydrolysis of acylphosphate;gbkey=CDS;locus_tag=SAOUHSC_01406;product=acylphosphatase;protein_id=YP_499933.1;transl_table=11	3	33	38	315.5	4201.5	2811	175.75130597296	-0.267648584875529	0.647328657799714	-0.413466299770001	0.67926500824791	0.843444377766129
sense	NC_007795.1	RefSeq	CDS	1347047	1347676	.	+	0	ID=cds-YP_499934.1;Parent=gene-SAOUHSC_01407;Dbxref=Genbank:YP_499934.1,GeneID:3920639;Name=YP_499934.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01407;product=hypothetical protein;protein_id=YP_499934.1;transl_table=11	5	24	11.5	179	2809	1479.5	103.97065794815	-0.180528486193345	0.589917753117291	-0.306023145157748	0.759587023344364	0.888392962380472
sense	NC_007795.1	RefSeq	CDS	1347708	1348844	.	+	0	ID=cds-YP_499935.1;Parent=gene-SAOUHSC_01408;Dbxref=Genbank:YP_499935.1,GeneID:3920640;Name=YP_499935.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01408;product=hypothetical protein;protein_id=YP_499935.1;transl_table=11	19	108	71.5	894.5	8926.33333333333	7037.5	472.010301399025	-0.108290889689556	0.572461812612726	-0.18916701045143	0.849961922669739	0.936471054917731
sense	NC_007795.1	RefSeq	CDS	1349856	1351199	.	-	0	ID=cds-YP_499938.1;Parent=gene-SAOUHSC_01411;Dbxref=Genbank:YP_499938.1,GeneID:3920643;Name=YP_499938.1;Note=branched-chain amino acid transport system II carrier protein;gbkey=CDS;locus_tag=SAOUHSC_01411;product=branched-chain amino acid transport system II carrier protein;protein_id=YP_499938.1;transl_table=11	21	15	21	90.5	2216	674	126.822146156954	1.46498323974492	0.647767847252317	2.26158684158074	0.0237229417440961	0.111409862737928
sense	NC_007795.1	RefSeq	CDS	1351424	1353310	.	-	0	ID=cds-YP_499939.1;Parent=gene-SAOUHSC_01412;Dbxref=Genbank:YP_499939.1,GeneID:3920644;Name=YP_499939.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01412;product=hypothetical protein;protein_id=YP_499939.1;transl_table=11	8	20	22	222	5552	1239	132.667093777494	-0.120979970398565	0.53001150445315	-0.228259140381092	0.819444787337089	0.922246460507033
sense	NC_007795.1	RefSeq	CDS	1353324	1354115	.	-	0	ID=cds-YP_499940.1;Parent=gene-SAOUHSC_01413;Dbxref=Genbank:YP_499940.1,GeneID:3920645;Name=YP_499940.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_01413;product=hypothetical protein;protein_id=YP_499940.1;transl_table=11	2	11	11	80	2060.5	378.5	50.8823292853413	0.231637626971704	0.617803315163841	0.374937494322565	0.707706953308435	0.85894285577168
